supplierId,partId,partName,rate
cbb18357-f7d7-41b8-bd3d-698e43a2d169,a88232e2-61e2-47f1-b968-8f994060dc87,Batteries,70.82
138edbba-c5b1-4a8c-9ed8-5a2747c513f4,63f3f0b9-8747-400c-bca3-229cde493498,Air Filters,11.5
138edbba-c5b1-4a8c-9ed8-5a2747c513f4,9ed416c1-7038-4e17-9360-820257885df5,Oil Filters,13.27
138edbba-c5b1-4a8c-9ed8-5a2747c513f4,fd669e92-7c9f-448b-aadd-c3217a21e2aa,Spark Plugs,8.86
138edbba-c5b1-4a8c-9ed8-5a2747c513f4,79a33c7a-53e9-458e-8359-1e70e659659e,Brake Pads,22.82
138edbba-c5b1-4a8c-9ed8-5a2747c513f4,0b60022f-6c49-407a-8248-2340e61d1455,Batteries,77.38
390f6752-5d96-4618-a44e-f2d0b0ecf651,74f1c077-b9f0-4bbe-a7c3-ab3970eb5eed,Air Filters,13.35
390f6752-5d96-4618-a44e-f2d0b0ecf651,4c6c26fc-1704-4cb9-bd0a-b9e276e27b01,Oil Filters,12.8
390f6752-5d96-4618-a44e-f2d0b0ecf651,6ee24a32-5225-4e58-a53b-f31476d9d1f2,Spark Plugs,4.54
390f6752-5d96-4618-a44e-f2d0b0ecf651,23748d05-a08c-49fc-b887-6999e5f026c5,Brake Pads,36.64
390f6752-5d96-4618-a44e-f2d0b0ecf651,107c5605-563d-4de2-9445-044aaf0da02c,Batteries,92.06
56efb4d2-1821-4707-bc37-f49583c5ca7c,124182d9-441b-47d0-a404-6e7c31b8f168,Air Filters,16.33
56efb4d2-1821-4707-bc37-f49583c5ca7c,83691e9e-464a-452e-b95a-1801d97214ff,Oil Filters,8.02
56efb4d2-1821-4707-bc37-f49583c5ca7c,11b68c4d-f859-4506-8470-e8375c03b4b5,Spark Plugs,9.39
56efb4d2-1821-4707-bc37-f49583c5ca7c,822828ee-63d6-4b6b-913f-0263bd291195,Brake Pads,28.04
56efb4d2-1821-4707-bc37-f49583c5ca7c,bf8739ee-0e45-4f20-86ed-7212e2e9a4d2,Batteries,55
4471e42c-c783-44ae-bb0f-1a96796bdc07,87da606e-a41f-4d93-8b60-69e5c2423396,Air Filters,19.13
4471e42c-c783-44ae-bb0f-1a96796bdc07,97f01e42-6853-43f3-999a-e19de333b137,Oil Filters,7.43
4471e42c-c783-44ae-bb0f-1a96796bdc07,999002de-7dd2-4b08-b7d3-983477b88b32,Spark Plugs,9.25
4471e42c-c783-44ae-bb0f-1a96796bdc07,d901387b-b554-4a81-a35e-04e3c81dfcc9,Brake Pads,20.36
4471e42c-c783-44ae-bb0f-1a96796bdc07,3d5a647d-9528-4057-bac9-409999e19c4a,Batteries,91.23
99386407-496c-4ecb-91a0-90fcaad375f6,c57c0430-b57b-4253-95da-68d03a276be6,Air Filters,17.51
99386407-496c-4ecb-91a0-90fcaad375f6,14dff878-2be6-41f7-845a-33ae3f9cfade,Oil Filters,8.1
99386407-496c-4ecb-91a0-90fcaad375f6,88f9e8ad-2471-4bf5-9aec-9d8b12002c9d,Spark Plugs,6.72
99386407-496c-4ecb-91a0-90fcaad375f6,e5fde108-9d86-4932-b80a-588223821014,Brake Pads,25.42
99386407-496c-4ecb-91a0-90fcaad375f6,00215dcc-a7f5-486a-a96c-0b880fd4b574,Batteries,98.88
8ffe84ba-a6ff-41a2-a90b-f82ddfb2eddc,448c4f78-6740-435e-be51-7af6b136bc6e,Air Filters,10.3
8ffe84ba-a6ff-41a2-a90b-f82ddfb2eddc,b8d7669f-39b0-479f-9972-500eaf84d632,Oil Filters,9.77
8ffe84ba-a6ff-41a2-a90b-f82ddfb2eddc,1d8d0a1e-75e6-42eb-bc53-6c25f52cdef7,Spark Plugs,5.76
8ffe84ba-a6ff-41a2-a90b-f82ddfb2eddc,b65fcf71-dbfc-494a-9a16-80db53f3ab11,Brake Pads,25.16
8ffe84ba-a6ff-41a2-a90b-f82ddfb2eddc,2655a5ac-61ae-46fa-8c00-0f2be1548be4,Batteries,92.68
74dacff0-a8c0-49a9-b3da-357faf06d158,8c1d524c-27e8-4984-903f-903782c54171,Air Filters,10.64
74dacff0-a8c0-49a9-b3da-357faf06d158,0bd239f1-555a-4974-8237-29f27df55383,Oil Filters,9.28
74dacff0-a8c0-49a9-b3da-357faf06d158,aae91aa5-91bb-4f07-af86-0bc8f44d6010,Spark Plugs,3.06
74dacff0-a8c0-49a9-b3da-357faf06d158,111b5088-6866-4c51-ba5a-0fd363951017,Brake Pads,33.62
74dacff0-a8c0-49a9-b3da-357faf06d158,4af146ba-92f6-4301-baa4-9f4dba6cfc37,Batteries,74.77
7ad260fc-f984-4d99-acb5-7019b60f5f1c,c4e2b9f7-42f2-4cca-a8e4-23be67f21936,Air Filters,11.3
7ad260fc-f984-4d99-acb5-7019b60f5f1c,3fa30220-ef1c-444a-b5e1-1f40721dce2e,Oil Filters,12.2
7ad260fc-f984-4d99-acb5-7019b60f5f1c,d80ef17e-4acc-4b0f-8208-6086b330a5cd,Spark Plugs,3.78
7ad260fc-f984-4d99-acb5-7019b60f5f1c,85719681-6405-4994-919f-b1c0872dec1f,Brake Pads,27.66
7ad260fc-f984-4d99-acb5-7019b60f5f1c,7ff22759-8263-4684-b133-de7654f05576,Batteries,57.45
65c0991f-aaf7-41fa-88f9-91919654701c,a6549ca3-c03f-4201-a837-cd7d83bf5e7b,Air Filters,19.21
65c0991f-aaf7-41fa-88f9-91919654701c,f9cab037-131d-4288-af26-9ba1c5ee3107,Oil Filters,6.7
65c0991f-aaf7-41fa-88f9-91919654701c,d88bebe9-7853-4d3b-974b-d958f015dbf7,Spark Plugs,3.17
65c0991f-aaf7-41fa-88f9-91919654701c,5e676e5e-f0ff-4c42-9fbe-670a545a96fd,Brake Pads,22.83
65c0991f-aaf7-41fa-88f9-91919654701c,87246204-3669-4db0-9a76-2233c401dc28,Batteries,58.81
eebc3215-7dee-4043-bb11-286bd31fc824,bd1354cf-066f-42af-9aa9-8a1937abb209,Air Filters,16.05
eebc3215-7dee-4043-bb11-286bd31fc824,0f4b6cd1-00f4-4486-8eea-2374d4157818,Oil Filters,14.56
eebc3215-7dee-4043-bb11-286bd31fc824,1713cba1-9678-4189-8a51-70874043e8b5,Spark Plugs,5.41
eebc3215-7dee-4043-bb11-286bd31fc824,c69b6777-b1f8-4602-9958-2042e83eb570,Brake Pads,32.2
eebc3215-7dee-4043-bb11-286bd31fc824,42a14f05-d132-417a-aa12-382c57857f72,Batteries,85.2
7f84293d-dcce-4262-ab7b-eda74ce8caa3,95ace732-4e9d-4635-97dc-f8ac2a90b7ad,Air Filters,16.61
7f84293d-dcce-4262-ab7b-eda74ce8caa3,bcc96726-29aa-4649-92de-6b80e3a8004f,Oil Filters,13.97
7f84293d-dcce-4262-ab7b-eda74ce8caa3,29da94eb-d610-46de-9fa2-0f9cb2e0b2ba,Spark Plugs,9.59
7f84293d-dcce-4262-ab7b-eda74ce8caa3,99fb49cc-8257-40d9-92df-4d83cd661071,Brake Pads,34.44
7f84293d-dcce-4262-ab7b-eda74ce8caa3,801c3279-666f-42ce-948b-de0c0c24c804,Batteries,59.46
f28ab9be-b265-4842-8b37-2f56cf1be1d1,0c20b793-38d0-467d-8303-b8c9db53075c,Air Filters,16.05
f28ab9be-b265-4842-8b37-2f56cf1be1d1,5d45b958-4bfc-4a75-beca-6be31e9398c6,Oil Filters,11.62
f28ab9be-b265-4842-8b37-2f56cf1be1d1,df1ed937-603c-48a1-b22b-efe48ccec222,Spark Plugs,6.49
f28ab9be-b265-4842-8b37-2f56cf1be1d1,f8f0df04-fc22-480b-835d-cf4147ba981c,Brake Pads,25.29
f28ab9be-b265-4842-8b37-2f56cf1be1d1,82138366-204a-438f-8e98-6e10934187ba,Batteries,66.75
6b9f9f67-cce2-4042-b8d4-f777731cec5f,8744cf7e-5943-463d-96f3-c3eae96bbf5d,Air Filters,14.99
6b9f9f67-cce2-4042-b8d4-f777731cec5f,eefdb626-9fd3-4b3b-8832-1e3dd84198ea,Oil Filters,10.89
6b9f9f67-cce2-4042-b8d4-f777731cec5f,1e547752-c007-4b16-bc53-6d57bcb2b398,Spark Plugs,5.92
6b9f9f67-cce2-4042-b8d4-f777731cec5f,3d082dea-09ec-4e95-8bba-37358206a314,Brake Pads,39.26
6b9f9f67-cce2-4042-b8d4-f777731cec5f,6da8a092-9ab3-4b74-b64a-723bf0468942,Batteries,66.73
15484f2a-5371-4e34-9a0e-3c63c5ec705a,e2ee06fa-71a6-437e-90ec-a031d047a0c6,Air Filters,10.05
15484f2a-5371-4e34-9a0e-3c63c5ec705a,58419ec9-a05e-4176-9c7f-b7931f77942a,Oil Filters,11.08
15484f2a-5371-4e34-9a0e-3c63c5ec705a,d4cbf287-901c-4109-bf0f-7dc826f43ce9,Spark Plugs,3.1
15484f2a-5371-4e34-9a0e-3c63c5ec705a,ac6b2e89-a4a7-4cc9-b3c3-218f09847d1b,Brake Pads,33.1
15484f2a-5371-4e34-9a0e-3c63c5ec705a,8b3afedd-ac0a-48a7-9608-a15ab537f5b1,Batteries,99.97
80baf01f-6594-4d2f-a6f5-9e81b8bdd9bb,e7804469-4e17-4eaf-8c8b-933f17ce4c00,Air Filters,17.52
80baf01f-6594-4d2f-a6f5-9e81b8bdd9bb,dddc5c89-bb83-48e3-8f9c-fdbfccf010fc,Oil Filters,13.52
80baf01f-6594-4d2f-a6f5-9e81b8bdd9bb,d7517734-fa87-407a-bf67-5b5a05c7c474,Spark Plugs,3.77
80baf01f-6594-4d2f-a6f5-9e81b8bdd9bb,bd7c768a-fe5d-474b-9751-e5534dbba2e4,Brake Pads,30.74
80baf01f-6594-4d2f-a6f5-9e81b8bdd9bb,7729b77d-ab04-4e08-99c0-23b9045e3ebb,Batteries,96.19
dbe569ee-8e9b-488d-be2b-a781e8a1caff,ab8f5d70-c05a-4cbe-a724-51356681cf65,Air Filters,19.88
dbe569ee-8e9b-488d-be2b-a781e8a1caff,36035d9e-c1f7-4801-a14e-43bc054f0593,Oil Filters,7.16
dbe569ee-8e9b-488d-be2b-a781e8a1caff,160791ac-5692-44fd-a885-49489a0ea2bb,Spark Plugs,8.83
dbe569ee-8e9b-488d-be2b-a781e8a1caff,bfc1d937-fe40-4df1-96a5-709392230ac4,Brake Pads,29.09
dbe569ee-8e9b-488d-be2b-a781e8a1caff,ca2859b8-46c3-4331-9a56-5730f65e04f7,Batteries,72.53
