date,warehouse,part_name,inventory_level
04-01-2023,WM4,wiper_blade,229
05-01-2023,WM1,air_filter,139
05-01-2023,WM1,brake_pad_left,260
05-01-2023,WM1,brake_pad_right,285
05-01-2023,WM1,engine_oil_filter,193
05-01-2023,WM1,fuel_filter,179
05-01-2023,WM1,wiper_blade,247
05-01-2023,WM2,air_filter,145
05-01-2023,WM2,brake_pad_left,183
05-01-2023,WM2,brake_pad_right,278
05-01-2023,WM2,engine_oil_filter,262
05-01-2023,WM2,fuel_filter,198
05-01-2023,WM2,wiper_blade,321
05-01-2023,WM3,air_filter,186
05-01-2023,WM3,brake_pad_left,182
05-01-2023,WM3,brake_pad_right,248
05-01-2023,WM3,engine_oil_filter,244
05-01-2023,WM3,fuel_filter,243
05-01-2023,WM3,wiper_blade,255
05-01-2023,WM4,air_filter,141
05-01-2023,WM4,brake_pad_left,230
05-01-2023,WM4,brake_pad_right,136
05-01-2023,WM4,engine_oil_filter,258
05-01-2023,WM4,fuel_filter,169
05-01-2023,WM4,wiper_blade,216
06-01-2023,WM1,air_filter,173
06-01-2023,WM1,brake_pad_left,277
06-01-2023,WM1,brake_pad_right,136
06-01-2023,WM1,engine_oil_filter,295
06-01-2023,WM1,fuel_filter,225
06-01-2023,WM1,wiper_blade,304
06-01-2023,WM2,air_filter,248
06-01-2023,WM2,brake_pad_left,188
06-01-2023,WM2,brake_pad_right,243
06-01-2023,WM2,engine_oil_filter,201
06-01-2023,WM2,fuel_filter,185
06-01-2023,WM2,wiper_blade,262
06-01-2023,WM3,air_filter,271
06-01-2023,WM3,brake_pad_left,251
06-01-2023,WM3,brake_pad_right,211
06-01-2023,WM3,engine_oil_filter,170
06-01-2023,WM3,fuel_filter,211
06-01-2023,WM3,wiper_blade,181
06-01-2023,WM4,air_filter,234
06-01-2023,WM4,brake_pad_left,234
06-01-2023,WM4,brake_pad_right,209
06-01-2023,WM4,engine_oil_filter,147
06-01-2023,WM4,fuel_filter,191
06-01-2023,WM4,wiper_blade,189
07-01-2023,WM1,air_filter,198
07-01-2023,WM1,brake_pad_left,196
07-01-2023,WM1,brake_pad_right,212
07-01-2023,WM1,engine_oil_filter,279
07-01-2023,WM1,fuel_filter,187
07-01-2023,WM1,wiper_blade,224
07-01-2023,WM2,air_filter,145
07-01-2023,WM2,brake_pad_left,251
07-01-2023,WM2,brake_pad_right,206
07-01-2023,WM2,engine_oil_filter,229
07-01-2023,WM2,fuel_filter,185
07-01-2023,WM2,wiper_blade,234
07-01-2023,WM3,air_filter,269
07-01-2023,WM3,brake_pad_left,260
07-01-2023,WM3,brake_pad_right,216
07-01-2023,WM3,engine_oil_filter,257
07-01-2023,WM3,fuel_filter,214
07-01-2023,WM3,wiper_blade,337
07-01-2023,WM4,air_filter,293
07-01-2023,WM4,brake_pad_left,282
07-01-2023,WM4,brake_pad_right,213
07-01-2023,WM4,engine_oil_filter,246
07-01-2023,WM4,fuel_filter,197
07-01-2023,WM4,wiper_blade,292
08-01-2023,WM1,air_filter,229
08-01-2023,WM1,brake_pad_left,168
08-01-2023,WM1,brake_pad_right,172
08-01-2023,WM1,engine_oil_filter,215
08-01-2023,WM1,fuel_filter,137
08-01-2023,WM1,wiper_blade,239
08-01-2023,WM2,air_filter,213
08-01-2023,WM2,brake_pad_left,202
08-01-2023,WM2,brake_pad_right,239
08-01-2023,WM2,engine_oil_filter,147
08-01-2023,WM2,fuel_filter,182
08-01-2023,WM2,wiper_blade,181
08-01-2023,WM3,air_filter,191
08-01-2023,WM3,brake_pad_left,229
08-01-2023,WM3,brake_pad_right,278
08-01-2023,WM3,engine_oil_filter,260
08-01-2023,WM3,fuel_filter,274
08-01-2023,WM3,wiper_blade,236
08-01-2023,WM4,air_filter,294
08-01-2023,WM4,brake_pad_left,136
08-01-2023,WM4,brake_pad_right,235
08-01-2023,WM4,engine_oil_filter,199
08-01-2023,WM4,fuel_filter,168
08-01-2023,WM4,wiper_blade,284
09-01-2023,WM1,air_filter,236
09-01-2023,WM1,brake_pad_left,186
09-01-2023,WM1,brake_pad_right,219
09-01-2023,WM1,engine_oil_filter,198
09-01-2023,WM1,fuel_filter,171
09-01-2023,WM1,wiper_blade,178
09-01-2023,WM2,air_filter,218
09-01-2023,WM2,brake_pad_left,184
09-01-2023,WM2,brake_pad_right,211
09-01-2023,WM2,engine_oil_filter,165
09-01-2023,WM2,fuel_filter,195
09-01-2023,WM2,wiper_blade,271
09-01-2023,WM3,air_filter,240
09-01-2023,WM3,brake_pad_left,221
09-01-2023,WM3,brake_pad_right,202
09-01-2023,WM3,engine_oil_filter,189
09-01-2023,WM3,fuel_filter,238
09-01-2023,WM3,wiper_blade,293
09-01-2023,WM4,air_filter,228
09-01-2023,WM4,brake_pad_left,234
09-01-2023,WM4,brake_pad_right,229
09-01-2023,WM4,engine_oil_filter,202
09-01-2023,WM4,fuel_filter,235
09-01-2023,WM4,wiper_blade,275
10-01-2023,WM1,air_filter,188
10-01-2023,WM1,brake_pad_left,182
10-01-2023,WM1,brake_pad_right,187
10-01-2023,WM1,engine_oil_filter,203
10-01-2023,WM1,fuel_filter,205
10-01-2023,WM1,wiper_blade,227
10-01-2023,WM2,air_filter,167
10-01-2023,WM2,brake_pad_left,269
10-01-2023,WM2,brake_pad_right,191
10-01-2023,WM2,engine_oil_filter,207
10-01-2023,WM2,fuel_filter,169
10-01-2023,WM2,wiper_blade,227
10-01-2023,WM3,air_filter,203
10-01-2023,WM3,brake_pad_left,190
10-01-2023,WM3,brake_pad_right,173
10-01-2023,WM3,engine_oil_filter,223
10-01-2023,WM3,fuel_filter,160
10-01-2023,WM3,wiper_blade,274
10-01-2023,WM4,air_filter,204
10-01-2023,WM4,brake_pad_left,169
10-01-2023,WM4,brake_pad_right,232
10-01-2023,WM4,engine_oil_filter,210
10-01-2023,WM4,fuel_filter,210
10-01-2023,WM4,wiper_blade,242
11-01-2023,WM1,air_filter,208
11-01-2023,WM1,brake_pad_left,224
11-01-2023,WM1,brake_pad_right,211
11-01-2023,WM1,engine_oil_filter,286
11-01-2023,WM1,fuel_filter,297
11-01-2023,WM1,wiper_blade,244
11-01-2023,WM2,air_filter,208
11-01-2023,WM2,brake_pad_left,282
11-01-2023,WM2,brake_pad_right,269
11-01-2023,WM2,engine_oil_filter,190
11-01-2023,WM2,fuel_filter,257
11-01-2023,WM2,wiper_blade,298
11-01-2023,WM3,air_filter,207
11-01-2023,WM3,brake_pad_left,233
11-01-2023,WM3,brake_pad_right,261
11-01-2023,WM3,engine_oil_filter,209
11-01-2023,WM3,fuel_filter,222
11-01-2023,WM3,wiper_blade,202
11-01-2023,WM4,air_filter,246
11-01-2023,WM4,brake_pad_left,246
11-01-2023,WM4,brake_pad_right,236
11-01-2023,WM4,engine_oil_filter,201
11-01-2023,WM4,fuel_filter,285
11-01-2023,WM4,wiper_blade,208
12-01-2023,WM1,air_filter,242
12-01-2023,WM1,brake_pad_left,252
12-01-2023,WM1,brake_pad_right,172
12-01-2023,WM1,engine_oil_filter,227
12-01-2023,WM1,fuel_filter,158
12-01-2023,WM1,wiper_blade,206
12-01-2023,WM2,air_filter,221
12-01-2023,WM2,brake_pad_left,251
12-01-2023,WM2,brake_pad_right,214
12-01-2023,WM2,engine_oil_filter,239
12-01-2023,WM2,fuel_filter,190
12-01-2023,WM2,wiper_blade,270
12-01-2023,WM3,air_filter,215
12-01-2023,WM3,brake_pad_left,257
12-01-2023,WM3,brake_pad_right,213
12-01-2023,WM3,engine_oil_filter,240
12-01-2023,WM3,fuel_filter,182
12-01-2023,WM3,wiper_blade,208
12-01-2023,WM4,air_filter,133
12-01-2023,WM4,brake_pad_left,211
12-01-2023,WM4,brake_pad_right,244
12-01-2023,WM4,engine_oil_filter,233
12-01-2023,WM4,fuel_filter,193
12-01-2023,WM4,wiper_blade,196
13-01-2023,WM1,air_filter,261
13-01-2023,WM1,brake_pad_left,115
13-01-2023,WM1,brake_pad_right,182
13-01-2023,WM1,engine_oil_filter,228
13-01-2023,WM1,fuel_filter,221
13-01-2023,WM1,wiper_blade,277
13-01-2023,WM2,air_filter,225
13-01-2023,WM2,brake_pad_left,245
13-01-2023,WM2,brake_pad_right,269
13-01-2023,WM2,engine_oil_filter,262
13-01-2023,WM2,fuel_filter,170
13-01-2023,WM2,wiper_blade,167
13-01-2023,WM3,air_filter,260
13-01-2023,WM3,brake_pad_left,250
13-01-2023,WM3,brake_pad_right,173
13-01-2023,WM3,engine_oil_filter,277
13-01-2023,WM3,fuel_filter,176
13-01-2023,WM3,wiper_blade,173
13-01-2023,WM4,air_filter,296
13-01-2023,WM4,brake_pad_left,238
13-01-2023,WM4,brake_pad_right,151
13-01-2023,WM4,engine_oil_filter,241
13-01-2023,WM4,fuel_filter,284
13-01-2023,WM4,wiper_blade,194
14-01-2023,WM1,air_filter,285
14-01-2023,WM1,brake_pad_left,209
14-01-2023,WM1,brake_pad_right,169
14-01-2023,WM1,engine_oil_filter,153
14-01-2023,WM1,fuel_filter,205
14-01-2023,WM1,wiper_blade,293
14-01-2023,WM2,air_filter,192
14-01-2023,WM2,brake_pad_left,208
14-01-2023,WM2,brake_pad_right,268
14-01-2023,WM2,engine_oil_filter,233
14-01-2023,WM2,fuel_filter,238
14-01-2023,WM2,wiper_blade,269
14-01-2023,WM3,air_filter,241
14-01-2023,WM3,brake_pad_left,227
14-01-2023,WM3,brake_pad_right,255
14-01-2023,WM3,engine_oil_filter,296
14-01-2023,WM3,fuel_filter,201
14-01-2023,WM3,wiper_blade,206
14-01-2023,WM4,air_filter,246
14-01-2023,WM4,brake_pad_left,247
14-01-2023,WM4,brake_pad_right,331
14-01-2023,WM4,engine_oil_filter,215
14-01-2023,WM4,fuel_filter,228
14-01-2023,WM4,wiper_blade,283
15-01-2023,WM1,air_filter,248
15-01-2023,WM1,brake_pad_left,219
15-01-2023,WM1,brake_pad_right,168
15-01-2023,WM1,engine_oil_filter,325
15-01-2023,WM1,fuel_filter,262
15-01-2023,WM1,wiper_blade,247
15-01-2023,WM2,air_filter,203
15-01-2023,WM2,brake_pad_left,204
15-01-2023,WM2,brake_pad_right,186
15-01-2023,WM2,engine_oil_filter,269
15-01-2023,WM2,fuel_filter,304
15-01-2023,WM2,wiper_blade,287
15-01-2023,WM3,air_filter,252
15-01-2023,WM3,brake_pad_left,270
15-01-2023,WM3,brake_pad_right,248
15-01-2023,WM3,engine_oil_filter,320
15-01-2023,WM3,fuel_filter,249
15-01-2023,WM3,wiper_blade,319
15-01-2023,WM4,air_filter,203
15-01-2023,WM4,brake_pad_left,276
15-01-2023,WM4,brake_pad_right,172
15-01-2023,WM4,engine_oil_filter,331
15-01-2023,WM4,fuel_filter,230
15-01-2023,WM4,wiper_blade,203
16-01-2023,WM1,air_filter,232
16-01-2023,WM1,brake_pad_left,153
16-01-2023,WM1,brake_pad_right,293
16-01-2023,WM1,engine_oil_filter,203
16-01-2023,WM1,fuel_filter,270
16-01-2023,WM1,wiper_blade,318
16-01-2023,WM2,air_filter,266
16-01-2023,WM2,brake_pad_left,219
16-01-2023,WM2,brake_pad_right,284
16-01-2023,WM2,engine_oil_filter,238
16-01-2023,WM2,fuel_filter,204
16-01-2023,WM2,wiper_blade,256
16-01-2023,WM3,air_filter,264
16-01-2023,WM3,brake_pad_left,284
16-01-2023,WM3,brake_pad_right,250
16-01-2023,WM3,engine_oil_filter,218
16-01-2023,WM3,fuel_filter,260
16-01-2023,WM3,wiper_blade,340
16-01-2023,WM4,air_filter,212
16-01-2023,WM4,brake_pad_left,237
16-01-2023,WM4,brake_pad_right,222
16-01-2023,WM4,engine_oil_filter,294
16-01-2023,WM4,fuel_filter,169
16-01-2023,WM4,wiper_blade,266
17-01-2023,WM1,air_filter,267
17-01-2023,WM1,brake_pad_left,263
17-01-2023,WM1,brake_pad_right,177
17-01-2023,WM1,engine_oil_filter,202
17-01-2023,WM1,fuel_filter,166
17-01-2023,WM1,wiper_blade,233
17-01-2023,WM2,air_filter,254
17-01-2023,WM2,brake_pad_left,205
17-01-2023,WM2,brake_pad_right,258
17-01-2023,WM2,engine_oil_filter,226
17-01-2023,WM2,fuel_filter,171
17-01-2023,WM2,wiper_blade,295
17-01-2023,WM3,air_filter,212
17-01-2023,WM3,brake_pad_left,285
17-01-2023,WM3,brake_pad_right,226
17-01-2023,WM3,engine_oil_filter,252
17-01-2023,WM3,fuel_filter,221
17-01-2023,WM3,wiper_blade,320
17-01-2023,WM4,air_filter,202
17-01-2023,WM4,brake_pad_left,288
17-01-2023,WM4,brake_pad_right,257
17-01-2023,WM4,engine_oil_filter,190
17-01-2023,WM4,fuel_filter,204
17-01-2023,WM4,wiper_blade,241
18-01-2023,WM1,air_filter,248
18-01-2023,WM1,brake_pad_left,225
18-01-2023,WM1,brake_pad_right,141
18-01-2023,WM1,engine_oil_filter,280
18-01-2023,WM1,fuel_filter,257
18-01-2023,WM1,wiper_blade,268
18-01-2023,WM2,air_filter,275
18-01-2023,WM2,brake_pad_left,219
18-01-2023,WM2,brake_pad_right,213
18-01-2023,WM2,engine_oil_filter,220
18-01-2023,WM2,fuel_filter,236
18-01-2023,WM2,wiper_blade,280
18-01-2023,WM3,air_filter,233
18-01-2023,WM3,brake_pad_left,203
18-01-2023,WM3,brake_pad_right,152
18-01-2023,WM3,engine_oil_filter,281
18-01-2023,WM3,fuel_filter,206
18-01-2023,WM3,wiper_blade,242
18-01-2023,WM4,air_filter,222
18-01-2023,WM4,brake_pad_left,195
18-01-2023,WM4,brake_pad_right,225
18-01-2023,WM4,engine_oil_filter,220
18-01-2023,WM4,fuel_filter,264
18-01-2023,WM4,wiper_blade,192
19-01-2023,WM1,air_filter,173
19-01-2023,WM1,brake_pad_left,163
19-01-2023,WM1,brake_pad_right,167
19-01-2023,WM1,engine_oil_filter,323
19-01-2023,WM1,fuel_filter,169
19-01-2023,WM1,wiper_blade,318
19-01-2023,WM2,air_filter,221
19-01-2023,WM2,brake_pad_left,212
19-01-2023,WM2,brake_pad_right,186
19-01-2023,WM2,engine_oil_filter,225
19-01-2023,WM2,fuel_filter,198
19-01-2023,WM2,wiper_blade,202
19-01-2023,WM3,air_filter,218
19-01-2023,WM3,brake_pad_left,268
19-01-2023,WM3,brake_pad_right,217
19-01-2023,WM3,engine_oil_filter,213
19-01-2023,WM3,fuel_filter,174
19-01-2023,WM3,wiper_blade,257
19-01-2023,WM4,air_filter,239
19-01-2023,WM4,brake_pad_left,189
19-01-2023,WM4,brake_pad_right,202
19-01-2023,WM4,engine_oil_filter,175
19-01-2023,WM4,fuel_filter,228
19-01-2023,WM4,wiper_blade,299
20-01-2023,WM1,air_filter,168
20-01-2023,WM1,brake_pad_left,214
20-01-2023,WM1,brake_pad_right,249
20-01-2023,WM1,engine_oil_filter,261
20-01-2023,WM1,fuel_filter,238
20-01-2023,WM1,wiper_blade,249
20-01-2023,WM2,air_filter,198
20-01-2023,WM2,brake_pad_left,232
20-01-2023,WM2,brake_pad_right,173
20-01-2023,WM2,engine_oil_filter,172
20-01-2023,WM2,fuel_filter,155
20-01-2023,WM2,wiper_blade,257
20-01-2023,WM3,air_filter,184
20-01-2023,WM3,brake_pad_left,213
20-01-2023,WM3,brake_pad_right,223
20-01-2023,WM3,engine_oil_filter,325
20-01-2023,WM3,fuel_filter,157
20-01-2023,WM3,wiper_blade,250
20-01-2023,WM4,air_filter,240
20-01-2023,WM4,brake_pad_left,286
20-01-2023,WM4,brake_pad_right,226
20-01-2023,WM4,engine_oil_filter,221
20-01-2023,WM4,fuel_filter,237
20-01-2023,WM4,wiper_blade,257
21-01-2023,WM1,air_filter,182
21-01-2023,WM1,brake_pad_left,248
21-01-2023,WM1,brake_pad_right,229
21-01-2023,WM1,engine_oil_filter,225
21-01-2023,WM1,fuel_filter,270
21-01-2023,WM1,wiper_blade,230
21-01-2023,WM2,air_filter,212
21-01-2023,WM2,brake_pad_left,185
21-01-2023,WM2,brake_pad_right,320
21-01-2023,WM2,engine_oil_filter,249
21-01-2023,WM2,fuel_filter,158
21-01-2023,WM2,wiper_blade,288
21-01-2023,WM3,air_filter,252
21-01-2023,WM3,brake_pad_left,238
21-01-2023,WM3,brake_pad_right,197
21-01-2023,WM3,engine_oil_filter,224
21-01-2023,WM3,fuel_filter,186
21-01-2023,WM3,wiper_blade,233
21-01-2023,WM4,air_filter,194
21-01-2023,WM4,brake_pad_left,127
21-01-2023,WM4,brake_pad_right,298
21-01-2023,WM4,engine_oil_filter,169
21-01-2023,WM4,fuel_filter,164
21-01-2023,WM4,wiper_blade,273
22-01-2023,WM1,air_filter,292
22-01-2023,WM1,brake_pad_left,210
22-01-2023,WM1,brake_pad_right,226
22-01-2023,WM1,engine_oil_filter,157
22-01-2023,WM1,fuel_filter,178
22-01-2023,WM1,wiper_blade,275
22-01-2023,WM2,air_filter,269
22-01-2023,WM2,brake_pad_left,253
22-01-2023,WM2,brake_pad_right,283
22-01-2023,WM2,engine_oil_filter,167
22-01-2023,WM2,fuel_filter,235
22-01-2023,WM2,wiper_blade,205
22-01-2023,WM3,air_filter,240
22-01-2023,WM3,brake_pad_left,216
22-01-2023,WM3,brake_pad_right,302
22-01-2023,WM3,engine_oil_filter,234
22-01-2023,WM3,fuel_filter,246
22-01-2023,WM3,wiper_blade,240
22-01-2023,WM4,air_filter,306
22-01-2023,WM4,brake_pad_left,176
22-01-2023,WM4,brake_pad_right,242
22-01-2023,WM4,engine_oil_filter,282
22-01-2023,WM4,fuel_filter,149
22-01-2023,WM4,wiper_blade,283
23-01-2023,WM1,air_filter,252
23-01-2023,WM1,brake_pad_left,174
23-01-2023,WM1,brake_pad_right,188
23-01-2023,WM1,engine_oil_filter,318
23-01-2023,WM1,fuel_filter,157
23-01-2023,WM1,wiper_blade,215
23-01-2023,WM2,air_filter,189
23-01-2023,WM2,brake_pad_left,244
23-01-2023,WM2,brake_pad_right,284
23-01-2023,WM2,engine_oil_filter,261
23-01-2023,WM2,fuel_filter,163
23-01-2023,WM2,wiper_blade,216
23-01-2023,WM3,air_filter,162
23-01-2023,WM3,brake_pad_left,219
23-01-2023,WM3,brake_pad_right,108
23-01-2023,WM3,engine_oil_filter,252
23-01-2023,WM3,fuel_filter,193
23-01-2023,WM3,wiper_blade,226
23-01-2023,WM4,air_filter,170
23-01-2023,WM4,brake_pad_left,209
23-01-2023,WM4,brake_pad_right,187
23-01-2023,WM4,engine_oil_filter,191
23-01-2023,WM4,fuel_filter,279
23-01-2023,WM4,wiper_blade,235
24-01-2023,WM1,air_filter,224
24-01-2023,WM1,brake_pad_left,219
24-01-2023,WM1,brake_pad_right,298
24-01-2023,WM1,engine_oil_filter,218
24-01-2023,WM1,fuel_filter,314
24-01-2023,WM1,wiper_blade,256
24-01-2023,WM2,air_filter,301
24-01-2023,WM2,brake_pad_left,201
24-01-2023,WM2,brake_pad_right,201
24-01-2023,WM2,engine_oil_filter,293
24-01-2023,WM2,fuel_filter,271
24-01-2023,WM2,wiper_blade,227
24-01-2023,WM3,air_filter,168
24-01-2023,WM3,brake_pad_left,304
24-01-2023,WM3,brake_pad_right,227
24-01-2023,WM3,engine_oil_filter,227
24-01-2023,WM3,fuel_filter,214
24-01-2023,WM3,wiper_blade,224
24-01-2023,WM4,air_filter,201
24-01-2023,WM4,brake_pad_left,194
24-01-2023,WM4,brake_pad_right,131
24-01-2023,WM4,engine_oil_filter,305
24-01-2023,WM4,fuel_filter,178
24-01-2023,WM4,wiper_blade,296
25-01-2023,WM1,air_filter,253
25-01-2023,WM1,brake_pad_left,117
25-01-2023,WM1,brake_pad_right,208
25-01-2023,WM1,engine_oil_filter,269
25-01-2023,WM1,fuel_filter,273
25-01-2023,WM1,wiper_blade,277
25-01-2023,WM2,air_filter,217
25-01-2023,WM2,brake_pad_left,214
25-01-2023,WM2,brake_pad_right,302
25-01-2023,WM2,engine_oil_filter,222
25-01-2023,WM2,fuel_filter,191
25-01-2023,WM2,wiper_blade,233
25-01-2023,WM3,air_filter,160
25-01-2023,WM3,brake_pad_left,160
25-01-2023,WM3,brake_pad_right,254
25-01-2023,WM3,engine_oil_filter,184
25-01-2023,WM3,fuel_filter,234
25-01-2023,WM3,wiper_blade,225
25-01-2023,WM4,air_filter,267
25-01-2023,WM4,brake_pad_left,175
25-01-2023,WM4,brake_pad_right,215
25-01-2023,WM4,engine_oil_filter,272
25-01-2023,WM4,fuel_filter,236
25-01-2023,WM4,wiper_blade,209
26-01-2023,WM1,air_filter,224
26-01-2023,WM1,brake_pad_left,247
26-01-2023,WM1,brake_pad_right,169
26-01-2023,WM1,engine_oil_filter,331
26-01-2023,WM1,fuel_filter,232
26-01-2023,WM1,wiper_blade,304
26-01-2023,WM2,air_filter,186
26-01-2023,WM2,brake_pad_left,202
26-01-2023,WM2,brake_pad_right,170
26-01-2023,WM2,engine_oil_filter,284
26-01-2023,WM2,fuel_filter,170
26-01-2023,WM2,wiper_blade,281
26-01-2023,WM3,air_filter,221
26-01-2023,WM3,brake_pad_left,246
26-01-2023,WM3,brake_pad_right,159
26-01-2023,WM3,engine_oil_filter,204
26-01-2023,WM3,fuel_filter,150
26-01-2023,WM3,wiper_blade,226
26-01-2023,WM4,air_filter,262
26-01-2023,WM4,brake_pad_left,258
26-01-2023,WM4,brake_pad_right,272
26-01-2023,WM4,engine_oil_filter,234
26-01-2023,WM4,fuel_filter,238
26-01-2023,WM4,wiper_blade,304
27-01-2023,WM1,air_filter,266
27-01-2023,WM1,brake_pad_left,150
27-01-2023,WM1,brake_pad_right,230
27-01-2023,WM1,engine_oil_filter,234
27-01-2023,WM1,fuel_filter,251
27-01-2023,WM1,wiper_blade,323
27-01-2023,WM2,air_filter,264
27-01-2023,WM2,brake_pad_left,287
27-01-2023,WM2,brake_pad_right,190
27-01-2023,WM2,engine_oil_filter,168
27-01-2023,WM2,fuel_filter,307
27-01-2023,WM2,wiper_blade,328
27-01-2023,WM3,air_filter,248
27-01-2023,WM3,brake_pad_left,237
27-01-2023,WM3,brake_pad_right,214
27-01-2023,WM3,engine_oil_filter,239
27-01-2023,WM3,fuel_filter,162
27-01-2023,WM3,wiper_blade,299
27-01-2023,WM4,air_filter,264
27-01-2023,WM4,brake_pad_left,204
27-01-2023,WM4,brake_pad_right,237
27-01-2023,WM4,engine_oil_filter,289
27-01-2023,WM4,fuel_filter,261
27-01-2023,WM4,wiper_blade,294
28-01-2023,WM1,air_filter,262
28-01-2023,WM1,brake_pad_left,237
28-01-2023,WM1,brake_pad_right,335
28-01-2023,WM1,engine_oil_filter,248
28-01-2023,WM1,fuel_filter,212
28-01-2023,WM1,wiper_blade,229
28-01-2023,WM2,air_filter,295
28-01-2023,WM2,brake_pad_left,171
28-01-2023,WM2,brake_pad_right,252
28-01-2023,WM2,engine_oil_filter,214
28-01-2023,WM2,fuel_filter,243
28-01-2023,WM2,wiper_blade,308
28-01-2023,WM3,air_filter,182
28-01-2023,WM3,brake_pad_left,241
28-01-2023,WM3,brake_pad_right,177
28-01-2023,WM3,engine_oil_filter,169
28-01-2023,WM3,fuel_filter,202
28-01-2023,WM3,wiper_blade,272
28-01-2023,WM4,air_filter,164
28-01-2023,WM4,brake_pad_left,200
28-01-2023,WM4,brake_pad_right,123
28-01-2023,WM4,engine_oil_filter,223
28-01-2023,WM4,fuel_filter,182
28-01-2023,WM4,wiper_blade,188
29-01-2023,WM1,air_filter,266
29-01-2023,WM1,brake_pad_left,233
29-01-2023,WM1,brake_pad_right,231
29-01-2023,WM1,engine_oil_filter,130
29-01-2023,WM1,fuel_filter,206
29-01-2023,WM1,wiper_blade,182
29-01-2023,WM2,air_filter,193
29-01-2023,WM2,brake_pad_left,147
29-01-2023,WM2,brake_pad_right,237
29-01-2023,WM2,engine_oil_filter,241
29-01-2023,WM2,fuel_filter,269
29-01-2023,WM2,wiper_blade,226
29-01-2023,WM3,air_filter,292
29-01-2023,WM3,brake_pad_left,145
